"Domaine","Support","Année","Nauteurs","Titre"
"Informatique", "COMM", "2012", "1", "IMAGINATION MATÉRIELLE ET IMAGES VIRTUELLES: LA RÊVERIE AUGMENTÉE DE L'ÊTRE NUAGEUX"
"Lettres", "ART", "2017", "2", "« Introduction » au volume Auralité: changer l'auditoire, changer l'épopée, 3e livraison du Recueil ouvert (F. Goyet et J.-L. Lambert, eds)"
"Informatique", "COMM", "2007", "1", "Prise en compte du contexte algébrique dans la modélisation des connaissances d'un élève. Le cas de la factorisation."
"Lettres", "ART", "2004", "1", "Compte rendu de : Danièle DUPORT, Le Jardin et la nature. Ordre et variété dans la littérature de la Renaissance, Genève, Librairie Droz, 2002."
"Lettres", "COUV", "2013", "1", "Marcu le conteur"
"Informatique", "COMM", "2014", "1", "Colette Faucher, Modeling Psychological Theories of Emotion and Social Identity for Helping the Conception of Psychological Messages: the System PSYMDEV Report from Dagstuhl Seminar 14131 : a Computational Models of Cultural Behavior for Human-Agent Inter"
"Informatique", "ART", "2008", "3", "Segmentation collective d'images à base d'objets polyédriques et courbés"
"Informatique", "ART", "1999", "1", "Analyse et prise en compte des contraintes didactiques et informatiques dans la conception et le développement du micromonde de preuve Cabri-Euclide"
"Informatique", "COMM", "2006", "2", "Accessibilité à l&#8217;information mathématique : le système LAMBDA"
"Lettres", "ART", "2014", "1", "« Questa miseranda tragedia ». Le sac de Rome, la providence, la politique"
"Informatique", "COMM", "2016", "9", "Haiko89: a Population-Average Baboon Brain Template and Tissue Probability Maps From 89 Individuals"
"Informatique", "COMM", "2015", "1", "Une approche de modélisation à temps dépendants pour le système hospitalier"
"Informatique", "COMM", "2011", "5", "Conception d'un filtre hyperfréquence analogique pour le traitement de données lidar modulé"
"Lettres", "ART", "2012", "1", "Histoires dans A Tale of Two Cities (1859) de Charles Dickens"
"Informatique", "COMM", "2014", "7", "Evaluation of methods for extracting sulcal fundi from human brain MRI data"
"Informatique", "ART", "2007", "2", "De la reconnaissance automatique du locuteur à la signature vocale"
"Informatique", "COMM", "2014", "6", "Fast B-Spline 2D Curve Fitting for unorganized Noisy Datasets"
"Informatique", "COMM", "2014", "4", "Explicit processing of everyday social scenes in ASD."
"Informatique", "COMM", "2013", "5", "Cortical Surface : a BrainVisa toolbox for surface-based processing of neuroimaging data"
"Linguistique", "COUV", "2013", "1", "Écrits plurilingues"
"Lettres", "COUV", "2002", "1", "Lire Broch en somnambule : un contrat douteux ?"
"Lettres", "ART", "2015", "1", "La Joconde, elle a chaud au cul"
"Informatique", "COMM", "2010", "2", "Calibration d'ensemble pour l'estimation de l'incertitude en qualité de l'air"
"Informatique", "COMM", "2015", "1", "Deep underwater surveys by photogrammetry for underwater archeology and marine biology"
"Informatique", "COMM", "2015", "1", "Robust non-normal mixtures of experts"
"Informatique", "COMM", "2015", "2", "JEVD and CPD : algorithms and application to ICA and fluorescence spectroscopy"
"Informatique", "COMM", "2015", "1", "âsmart Grid communications overviewââ."
"Informatique", "COMM", "2014", "1", "Mixture models for cluster analysis: from model-based inference to bayesian non-parametrics"
"Informatique", "COMM", "2012", "3", "How can images be used to develop tactical skills in soccer players? Days of fundamentals in sport psychology, Ghent (Belgique)"
"Lettres", "ART", "2004", "1", "Du 'Songe de Poliphile' à la Grande Grotte de Boboli : la dualité dramatique du paysage"
"Informatique", "COMM", "2017", "2", "Le rôle du contrôle dans l'acceptabilité a priori d'une voiture automatisée"
"Lettres", "COUV", "2015", "1", "« Du symbole à la métaphore : Max Müller, Michel Bréal et Edward B. Tylor »"
"Lettres", "COMM", "2002", "1", "Quelques substituts de roman au XVIe siècle : innovation romanesque et prudence lexicale"
"Informatique", "COMM", "2013", "3", "Un système d’aide à la conception de dispositifs pédagogiques : le système SAPRISTI"
"Informatique", "COMM", "2011", "2", "Modèles orientés utilisateurs pour la vérification formelle en contexte industriel"
"Informatique", "COMM", "2002", "1", "Quelques éléments sur la conception et l'ingénierie des EIAH"
"Linguistique", "COMM", "2010", "3", "Structure syllabique en portugais brésilien : une analyse typologique"
"Informatique", "COMM", "2010", "3", "Transformation de la voix pour la perception de distance via l'effort vocal - Les indicateurs de distance présents dans la voix"
"Informatique", "COMM", "2018", "3", "Une vision plus durable et fiable de la ville intelligente grâce à la RFID"
"Lettres", "COMM", "2009", "1", "Les sources italiennes du Traité de la peinture de Léonard de Vinci"
"Lettres", "COUV", "2017", "1", "Le Kairòs et l’Occasion à la Renaissance en Italie"
"Lettres", "COMM", "2008", "1", "David et Judith : l’idéalisation de l’androgyne dans la Florence de la fin du Quattrocento"
"Informatique", "COMM", "2007", "2", "La Boîte Noire. Conception et expérimentation pédagogique de simulations informatiques adisciplinaires"
"Informatique", "COMM", "2013", "1", "Spectral analysis of cortical folding: application to size polymorphism"
"Lettres", "COUV", "2015", "1", "Les dialogues dans la réécriture en prose d’Erec et Enide (xve)"
"Informatique", "COMM", "2013", "1", "Geometric modeling of thick and closed surfaces: application to pelvic organs"
"Informatique", "COMM", "2012", "1", "How to fastly measure a sperm whale."
"Lettres", "ART", "2017", "1", "Aimez-la ou quittez-la ?"
"Informatique", "COMM", "2000", "2", "Un service de Directory pour CORBA"
"Informatique", "COMM", "2011", "1", "La performance des technologies passe par la compatibilité des modèles SHS et STIC"
"Linguistique", "ART", "2016", "1", "Influence du portugais à la romanisation du vietnamien"
"Informatique", "COMM", "2006", "2", "SMCanvas: augmenter la boîte à outils Java Swing pour prototyper des techniques d'interaction avancées"
"Lettres", "ART", "2013", "1", "Traduction de Bernard Weinberg, « Flaubert » (chapitre VIII de French Realism : the Critical Reaction)"
"Informatique", "COMM", "2012", "4", "Consommation mémoire et puissance de calcul en fouille de motifs graduels basée sur les ordres flous multi-précisions"
"Lettres", "ART", "2014", "2", "traduction de la quatrième partie de l’ouvrage de Manfred Hardt, Das Bild in der Dichtung, consacrée aux images dans l’œuvre de Flaubert"
"Linguistique", "COMM", "2000", "3", "Catégorisation d'un corpus hétérogène de français médiéval"
"Linguistique", "COMM", "2016", "1", "L’alsacien à tous les temps : vers un système de génération automatique de formes conjuguées."
"Lettres", "COMM", "1996", "1", "Polysémie et pharmacie dans le Tiers Livre"
"Lettres", "COMM", "2014", "1", "Style rustique et « figulines » littéraires: Rabelais, Palissy, Montaigne"
"Informatique", "COMM", "2017", "3", "Cerebra, un système de recommandation de candidats pour l'e-recrutement"
"Linguistique", "COMM", "2009", "1", "L’espace du jeu"
"Informatique", "COMM", "2012", "8", "Détermination de la distribution granulométrique d'un aérosol par technique SMPS : comparaison de modèles et simulations"
"Linguistique", "ART", "2012", "1", "Saussure, correcteur de Louis Duvau"
"Lettres", "COMM", "2016", "1", "« Pourquoi je ne lis pas de romans policiers ? »"
"Linguistique", "COMM", "2013", "1", "Langue corse entre minoration et minorisation ?"
"Linguistique", "COMM", "2013", "1", "Langue corse : l'intégration ? la clôture ? l'effacement ?"
"Informatique", "COMM", "2016", "3", "Étude de stratégies parallèles de coopération avec POSL"
"Informatique", "COMM", "2011", "3", "Routage efficace en énergie"
"Linguistique", "ART", "2015", "1", "Sémantique et syntaxe d’une construction paradoxale : si quiPL en latin classique"
"Informatique", "COMM", "2012", "4", "Regroupement non-supervisé d'utilisateurs par leur comportement pour les systèmes de dialogue parlé"
"Informatique", "COMM", "2009", "3", "Narration dans les jeux vidéo : apport des jeux de rôle"
"Linguistique", "COUV", "2007", "1", "Eloge de la grammaire"
"Informatique", "COMM", "2011", "1", "Prédiction d'allocation de ressources pour les grilles et les Clouds basée sur la recherche de motifs"
"Informatique", "COMM", "2017", "2", "Généralisation du problème de recherche d'arbre de recouvrement ayant un minimum de sommets de branchement"
"Informatique", "COUV", "2015", "1", "Building a domain ontology to design a decision support software to plan fight actions against marine pollutions"
"Informatique", "COUV", "1997", "2", "Langue, dialogue finalisé et cognition spatiale"
"Informatique", "COUV", "2014", "3", "Different Classes of Graphs to Represent Microstructures for CSPs"
"Informatique", "COUV", "2013", "3", "Implications of control schemes for electrical system design in tidal energy converters"
"Informatique", "COUV", "2013", "4", "Diagnosis of the Hydraulic Dam Safety Based on Multi-Modelling Approach and the Timed Observations Theory"
"Informatique", "COUV", "2013", "5", "Large Scale Text Mining Approaches for Information Retrieval and Extraction"
"Linguistique", "COMM", "2011", "1", "Analyse de l'ambiguïté des requêtes utilisateurs par catégorisation thématique."
"Informatique", "COMM", "2011", "4", "Modèle de dimensionnement de liens dans les réseaux mobiles LTE"
"Informatique", "ART", "2000", "1", "Affichez vos documents LaTeX sur le Web avec TeX4ht"
"Informatique", "COUV", "2014", "2", "Structural Consistency : A New Filtering Approach for Constraint Networks"
"Informatique", "COUV", "2014", "2", "A Piecewise Linear Supply Chain Game for Manufacturing Network Formation"
"Informatique", "COUV", "2014", "5", "Route selection and consolidation in international intermodal freight transportation"
"Lettres", "COMM", "2014", "1", "L'orgasme, souffrance ou rébellion ? Les singularités littéraires de l'avant-garde tibétaine sinophone dans la description du sexe"
"Informatique", "COUV", "2013", "12", "Inside the sounds emitted by some cetacean species"
"Informatique", "COMM", "2012", "3", "PostgreSQLf : Un système d'interrogation floue"
"Informatique", "COMM", "2010", "2", "Modélisation, classification et annotation d'images partiellement annotées avec un réseau Bayésien"
"Informatique", "COUV", "2013", "2", "Reconstruction 3D de scènes sportives"
"Informatique", "COUV", "2013", "3", "Resource to wire modelling for tidal turbines"
"Linguistique", "ART", "1998", "3", "Prosodie et thématisation en français parlé"
"Informatique", "COUV", "2012", "4", "Opinion Detection as a Topic Classification Problem"
"Informatique", "COMM", "2008", "3", "Chaîne de programmation pour architecture hétérogène reconfigurable"
"Linguistique", "COUV", "2002", "1", "Evolution de la syntaxe du pronom personnel sujet depuis le français médiéval : la disparition d'alternances signifiantes"
"Informatique", "ART", "1997", "1", "Rapidité et souplesse avec le moteur Web2C-7"
"Linguistique", "COMM", "2003", "1", "quant à : analyse pragmatique de l'évolution diachronique (14ème - 16ème siècles)"
"Lettres", "COUV", "2008", "1", "Les temps qui tremblent ou un passé possible de ce présent? A propos de l'oeuvre de Cécile Wajsbrot"
"Lettres", "COMM", "2013", "1", "L’îlot de paix ne dure guerre. La perception de l’insularité à travers le témoignage de trois récits martiaux : La Main coupée de Blaise Cendrars, Les Géorgiques et La Route des Flandres de Claude Simon"
"Lettres", "COUV", "2011", "1", "Bibliographie sélective"
"Linguistique", "ART", "2006", "1", "Différenciations sexuées en classes de langues-cultures ; palimpsestes du genre, nouvelle friche pour la didactologie des langues-cultures."
"Informatique", "ART", "1999", "1", "fpTeX : teTeX pour Win32"
"Informatique", "COMM", "2009", "2", "Anymalign : un outil d'alignement sous-phrastique libre pour les êtres humains"
"Informatique", "COMM", "2012", "4", "LUCIFER : Un système de détection de conflits dans les requêtes flexibles"
"Lettres", "COMM", "2013", "1", "Les héritiers chinois d'Icare dans la littérature de science-fiction pour la construction d'une nouvelle identité de la jeunesse"
"Lettres", "ART", "1974", "1", "Le « Manuscrit trouvé à Saragosse » à l'écran"
"Lettres", "COMM", "2006", "1", "Ni hasard, ni providence : le héros chapmanien pris au piège du machiavélisme"
"Linguistique", "COUV", "2010", "1", "Néologisme homonymique, néologisme polysémique et évolution de sens. Pour une restriction de la néologie sémantique"
"Informatique", "COUV", "2015", "2", "Modélisation géométrique : l'héritage de Pierre Bézier"
"Informatique", "COMM", "2007", "2", "Approche multi-objectif avec une Recherche Tabou pour la conception d'un réseau de transport public"
"Linguistique", "COMM", "2005", "2", "Corrélats articulatoires des consonnes syllabiques en berbère"
"Linguistique", "ART", "2005", "2", "Le dialogisme des discours représentés et des points de vue dans les explications, entre concordance et discordance"
"Lettres", "ART", "2016", "1", "La mémoire des figures impériales chez Claudien"
"Lettres", "ART", "2011", "1", "Kafka dans le film. Ce que Le Ruban blanc de Michael Haneke doit au Château de Kafka."
"Linguistique", "COMM", "2006", "1", "Les seuils du kitsch : de la ‘logique du bazar’ à la ‘rédemption (apparente) des guillemets’. Essai de sémiologie critique sur la gestion des valorisations"
